id,at,actor,action,entity,entity_id,before,after
1262,2026-09-01 16:26:53.077274+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260511-020""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260429-024""}, ""failed"": 0, ""imported"": 250}"
1298,2026-09-03 02:54:50.977963+00,admin,joborder.add,job_orders,JO-20260903-010,,"{""seq"": 1, ""do_no"": null, ""notes"": ""Cheston 9622 9349"", ""price"": null, ""job_no"": null, ""locked"": false, ""status"": ""assigned"", ""bin_qty"": 1, ""dump_to"": null, ""site_id"": ""LCH_001"", ""bin_type"": ""5ft"", ""category"": ""adhoc"", ""job_type"": ""Exchange"", ""order_no"": ""JO-20260903-010"", ""priority"": ""normal"", ""bin_in_id"": null, ""client_id"": ""LCH"", ""driver_id"": ""KARTHIK"", ""site_text"": null, ""window_to"": null, ""bin_out_id"": null, ""created_at"": ""2026-09-03T02:54:50.875417+00:00"", ""created_by"": ""admin"", ""updated_at"": ""2026-09-03T02:54:50.875417+00:00"", ""updated_by"": ""admin"", ""vehicle_id"": null, ""waste_type"": null, ""received_at"": ""2026-09-03T02:54:50.875417+00:00"", ""received_by"": ""admin"", ""rotation_id"": null, ""timing_note"": null, ""window_from"": null, ""contact_name"": null, ""dump_site_id"": null, ""received_via"": ""whatsapp"", ""service_date"": ""2026-09-03"", ""auto_assigned"": false, ""contact_phone"": null, ""source_rule_id"": null, ""reassign_reason"": null, ""cancelled_reason"": null}"
1305,2026-09-03 02:54:57.804798+00,admin,joborder.add,job_orders,JO-20260903-017,,"{""seq"": 1, ""do_no"": null, ""notes"": ""Loading bay, MBFC Tower 2 · Babu 8190 5230"", ""price"": null, ""job_no"": null, ""locked"": false, ""status"": ""assigned"", ""bin_qty"": 1, ""dump_to"": null, ""site_id"": ""BAB_006"", ""bin_type"": ""5ft"", ""category"": ""adhoc"", ""job_type"": ""Collect"", ""order_no"": ""JO-20260903-017"", ""priority"": ""normal"", ""bin_in_id"": null, ""client_id"": ""BAB"", ""driver_id"": ""SATHISH"", ""site_text"": null, ""window_to"": null, ""bin_out_id"": null, ""created_at"": ""2026-09-03T02:54:57.77809+00:00"", ""created_by"": ""admin"", ""updated_at"": ""2026-09-03T02:54:57.77809+00:00"", ""updated_by"": ""admin"", ""vehicle_id"": null, ""waste_type"": null, ""received_at"": ""2026-09-03T02:54:57.77809+00:00"", ""received_by"": ""admin"", ""rotation_id"": null, ""timing_note"": null, ""window_from"": ""04:00:00"", ""contact_name"": null, ""dump_site_id"": null, ""received_via"": ""whatsapp"", ""service_date"": ""2026-09-03"", ""auto_assigned"": false, ""contact_phone"": null, ""source_rule_id"": null, ""reassign_reason"": null, ""cancelled_reason"": null}"
143,2026-07-30 03:04:10.271976+00,admin,rate_card.replace,rate_card,HYU_001,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
150,2026-07-30 03:04:10.900992+00,admin,rate_card.replace,rate_card,LEX_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
158,2026-07-30 03:04:11.987839+00,admin,rate_card.replace,rate_card,POH_003,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
165,2026-07-30 03:04:12.820356+00,admin,rate_card.replace,rate_card,RAD_004,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
172,2026-07-30 03:04:13.638518+00,admin,rate_card.replace,rate_card,SAVI_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
179,2026-07-30 03:04:14.434536+00,admin,rate_card.replace,rate_card,SHI_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-29""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-29""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-29""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
186,2026-07-30 03:04:15.173456+00,admin,rate_card.replace,rate_card,SLS_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
193,2026-07-30 03:04:15.975155+00,admin,rate_card.replace,rate_card,STS_002,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
1245,2026-09-01 16:24:47.304165+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""error"": ""insert or update on table \""job_orders\"" violates foreign key constraint \""job_orders_bin_in_id_fkey\"""", ""order_no"": ""IMP-20260312-014""}, ""first"": {""error"": ""insert or update on table \""job_orders\"" violates foreign key constraint \""job_orders_bin_in_id_fkey\"""", ""order_no"": ""IMP-20260301-001""}, ""failed"": 182, ""imported"": 68}"
1250,2026-09-01 16:25:17.613426+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260429-023""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260417-023""}, ""failed"": 166, ""imported"": 84}"
1261,2026-09-01 16:26:42.976602+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260429-023""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260417-023""}, ""failed"": 0, ""imported"": 250}"
1266,2026-09-01 16:27:22.468221+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260622-007""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260613-016""}, ""failed"": 0, ""imported"": 250}"
1299,2026-09-03 02:54:51.838626+00,admin,joborder.add,job_orders,JO-20260903-011,,"{""seq"": 1, ""do_no"": null, ""notes"": ""Grocery Logistics of Singapore · Nanda 9891 3124"", ""price"": null, ""job_no"": null, ""locked"": false, ""status"": ""assigned"", ""bin_qty"": 1, ""dump_to"": null, ""site_id"": ""BND_003"", ""bin_type"": ""5ft"", ""category"": ""adhoc"", ""job_type"": ""Delivery"", ""order_no"": ""JO-20260903-011"", ""priority"": ""normal"", ""bin_in_id"": null, ""client_id"": ""BND"", ""driver_id"": ""KARTHIK"", ""site_text"": null, ""window_to"": null, ""bin_out_id"": null, ""created_at"": ""2026-09-03T02:54:51.799943+00:00"", ""created_by"": ""admin"", ""updated_at"": ""2026-09-03T02:54:51.799943+00:00"", ""updated_by"": ""admin"", ""vehicle_id"": null, ""waste_type"": null, ""received_at"": ""2026-09-03T02:54:51.799943+00:00"", ""received_by"": ""admin"", ""rotation_id"": null, ""timing_note"": null, ""window_from"": null, ""contact_name"": null, ""dump_site_id"": null, ""received_via"": ""whatsapp"", ""service_date"": ""2026-09-03"", ""auto_assigned"": false, ""contact_phone"": null, ""source_rule_id"": null, ""reassign_reason"": null, ""cancelled_reason"": null}"
1306,2026-09-03 02:54:58.981758+00,admin,joborder.add,job_orders,JO-20260903-018,,"{""seq"": 1, ""do_no"": null, ""notes"": ""Early morning · wood to Bee Joo"", ""price"": null, ""job_no"": null, ""locked"": false, ""status"": ""assigned"", ""bin_qty"": 1, ""dump_to"": ""Bee Joo"", ""site_id"": ""LIR_001"", ""bin_type"": ""7ft"", ""category"": ""adhoc"", ""job_type"": ""Dump"", ""order_no"": ""JO-20260903-018"", ""priority"": ""normal"", ""bin_in_id"": null, ""client_id"": ""LIR"", ""driver_id"": ""SATHISH"", ""site_text"": null, ""window_to"": null, ""bin_out_id"": null, ""created_at"": ""2026-09-03T02:54:58.956119+00:00"", ""created_by"": ""admin"", ""updated_at"": ""2026-09-03T02:54:58.956119+00:00"", ""updated_by"": ""admin"", ""vehicle_id"": null, ""waste_type"": null, ""received_at"": ""2026-09-03T02:54:58.956119+00:00"", ""received_by"": ""admin"", ""rotation_id"": null, ""timing_note"": null, ""window_from"": null, ""contact_name"": null, ""dump_site_id"": null, ""received_via"": ""whatsapp"", ""service_date"": ""2026-09-03"", ""auto_assigned"": false, ""contact_phone"": null, ""source_rule_id"": null, ""reassign_reason"": null, ""cancelled_reason"": null}"
144,2026-07-30 03:04:10.355917+00,admin,rate_card.replace,rate_card,HYU_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-29""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-29""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-29""}, {""price"": 8, ""job_type"": ""Sell"", ""valid_from"": ""2026-07-29""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 8, ""job_type"": ""Sell""}, {""price"": 21, ""job_type"": ""Load""}]"
151,2026-07-30 03:04:10.9909+00,admin,rate_card.replace,rate_card,LIM_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
159,2026-07-30 03:04:12.115024+00,admin,rate_card.replace,rate_card,POH_004,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
166,2026-07-30 03:04:12.954821+00,admin,rate_card.replace,rate_card,REM_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
173,2026-07-30 03:04:13.751267+00,admin,rate_card.replace,rate_card,SAVI_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
180,2026-07-30 03:04:14.543691+00,admin,rate_card.replace,rate_card,SIE_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
187,2026-07-30 03:04:15.278894+00,admin,rate_card.replace,rate_card,SNI_001,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
194,2026-07-30 03:04:16.467246+00,admin,rate_card.replace,rate_card,STS_003,"[{""price"": 18, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 18, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]"
1247,2026-09-01 16:24:53.796069+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""error"": ""insert or update on table \""job_orders\"" violates foreign key constraint \""job_orders_bin_out_id_fkey\"""", ""order_no"": ""IMP-20260325-006""}, ""first"": {""error"": ""insert or update on table \""job_orders\"" violates foreign key constraint \""job_orders_bin_in_id_fkey\"""", ""order_no"": ""IMP-20260312-015""}, ""failed"": 185, ""imported"": 65}"
1253,2026-09-01 16:25:39.468268+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260604-026""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260522-021""}, ""failed"": 0, ""imported"": 250}"
1258,2026-09-01 16:26:18.890542+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260325-006""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260312-015""}, ""failed"": 0, ""imported"": 250}"
1264,2026-09-01 16:27:08.90157+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260604-026""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260522-021""}, ""failed"": 0, ""imported"": 250}"
1265,2026-09-01 16:27:15.524002+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260613-015""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260604-027""}, ""failed"": 0, ""imported"": 250}"
1267,2026-09-01 16:27:30.344202+00,admin,joborder.import,job_orders,batch of 242,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260630-030""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260622-008""}, ""failed"": 0, ""imported"": 242}"
1300,2026-09-03 02:54:52.910175+00,admin,joborder.add,job_orders,JO-20260903-012,,"{""seq"": 1, ""do_no"": null, ""notes"": ""Before 4pm · wood to Kim Hock"", ""price"": null, ""job_no"": null, ""locked"": false, ""status"": ""assigned"", ""bin_qty"": 1, ""dump_to"": ""Kim Hock"", ""site_id"": ""LIR_001"", ""bin_type"": ""7ft"", ""category"": ""adhoc"", ""job_type"": ""Dump"", ""order_no"": ""JO-20260903-012"", ""priority"": ""normal"", ""bin_in_id"": null, ""client_id"": ""LIR"", ""driver_id"": ""KARTHIK"", ""site_text"": null, ""window_to"": null, ""bin_out_id"": null, ""created_at"": ""2026-09-03T02:54:52.883302+00:00"", ""created_by"": ""admin"", ""updated_at"": ""2026-09-03T02:54:52.883302+00:00"", ""updated_by"": ""admin"", ""vehicle_id"": null, ""waste_type"": null, ""received_at"": ""2026-09-03T02:54:52.883302+00:00"", ""received_by"": ""admin"", ""rotation_id"": null, ""timing_note"": null, ""window_from"": null, ""contact_name"": null, ""dump_site_id"": null, ""received_via"": ""whatsapp"", ""service_date"": ""2026-09-03"", ""auto_assigned"": false, ""contact_phone"": null, ""source_rule_id"": null, ""reassign_reason"": null, ""cancelled_reason"": null}"
1347,2026-09-04 04:20:20.70722+00,admin,enquiry.move,enquiries,3,"{""stage_id"": 4}","{""stage_id"": 4}"
1429,2026-09-07 00:04:57.323038+00,admin,weighbridge.import,weighbridge_tickets,batch of 500,,"{""failed"": 3, ""source"": ""Weighbridge_Export_2022-09_to_2026-12_native.xls"", ""inserted"": 500, ""skipped_existing"": 0}"
146,2026-07-30 03:04:10.539679+00,admin,rate_card.replace,rate_card,IWA_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
153,2026-07-30 03:04:11.174601+00,admin,rate_card.replace,rate_card,MEC_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
157,2026-07-30 03:04:11.876023+00,admin,rate_card.replace,rate_card,POH_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
164,2026-07-30 03:04:12.715988+00,admin,rate_card.replace,rate_card,RAD_003,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-29""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-29""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-29""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
171,2026-07-30 03:04:13.525957+00,admin,rate_card.replace,rate_card,SAV_004,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
